ItemNumber,Xpos,Ypos,image,Species,Tile,Annotator
1,21616.5 px,5289.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
2,21370.5 px,5346.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
3,21587.5 px,5189.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
4,21553.5 px,4282.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
5,20690.5 px,5898.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
6,21402.5 px,5926.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
7,19967.5 px,6376.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
8,20293.5 px,6755.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
9,22141.5 px,6277.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
10,22180.5 px,6681.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
11,21932.5 px,6842.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
12,21803.5 px,6899.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
13,22108.5 px,6878.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
14,20780.5 px,7232.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
15,21196.5 px,7846.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
16,20867.5 px,7881.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
17,20776.5 px,7753.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
18,20239.5 px,7574.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
19,20165.5 px,7859.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
20,20374.5 px,7446.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
21,20010.5 px,7647.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
22,19174.5 px,7420.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
23,23207.5 px,7928.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
24,20810.5 px,8760.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
25,19983.5 px,8813.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
26,19411.5 px,8096.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
27,17529.5 px,8574.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
28,18362.5 px,8898.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
29,16612.5 px,9040.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
30,22247.5 px,9068.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
31,21268.5 px,8037.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
32,23145.5 px,10357.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
33,21907.5 px,9641.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
34,20830.5 px,10170.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
35,21044.5 px,10086.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
36,18255.5 px,10868.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
37,19753.5 px,11594.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
38,21653.5 px,11363.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
39,22199.5 px,12153.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
40,22241.5 px,11585.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
41,22669.5 px,13456.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
42,22032.5 px,13403.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
43,23331.5 px,12935.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
44,22758.5 px,14341.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
45,22875.5 px,14677.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
46,20664.5 px,13896.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
47,19762.5 px,13455.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
48,19758.5 px,13765.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
49,19160.5 px,13071.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
50,18606.5 px,13041.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
51,17375.5 px,14041.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
52,18510.5 px,13885.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
53,19889.5 px,15043.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
54,20219.5 px,14743.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
55,22606.5 px,15242.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
56,24095.5 px,14711.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
57,24960.5 px,14958.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
58,24859.5 px,14417.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
59,25690.5 px,15360.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
60,18422.5 px,16262.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
61,19876.5 px,15778.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
62,19494.5 px,15488.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
63,21473.5 px,15823.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
64,23161.5 px,16243.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
65,23316.5 px,16111.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
66,26612.5 px,15620.5 px,[Document 6thBridge_04_22_2022_SV_Counted.psb],Great Egret,6thBridge_04_22_2022,SV
