ItemNumber,Xpos,Ypos,image,Species,Tile,Annotator
1,7002.5 px,5900.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
2,6467.5 px,6307.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
3,8182.5 px,5321.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
4,8484.5 px,5004.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
5,8768.5 px,4997.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
6,11297.5 px,5258.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
7,10289.5 px,5452.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
8,12066.5 px,7994.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
9,12305.5 px,8965.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
10,11398.5 px,8587.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
11,11324.5 px,9039.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
12,12759.5 px,9542.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
13,12282.5 px,9836.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
14,12247.5 px,10166.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
15,12865.5 px,9949.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
16,13745.5 px,10464.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
17,11647.5 px,14199.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
18,11817.5 px,14839.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
19,11431.5 px,15007.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
20,10905.5 px,14483.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
21,11462.5 px,16000.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
22,12242.5 px,16071.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
23,13269.5 px,15785.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
24,13996.5 px,15892.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
25,14275.5 px,16116.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
26,15922.5 px,14798.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
27,14758.5 px,14949.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
28,11388.5 px,10508.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
29,11497.5 px,10783.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
30,11630.5 px,10801.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
31,11456.5 px,10934.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
32,11312.5 px,11018.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
33,11504.5 px,11003.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
34,11433.5 px,11190.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
35,11301.5 px,11458.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
36,11427.5 px,11411.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
